race_id,driver_id,stop,lap,time,duration,milliseconds
1013,1,1,13,16:37:17,19.993,19993
1012,1,1,22,14:50:01,22.644,22644
1012,1,2,36,15:13:05,23.597,23597
1011,1,1,13,18:34:41,24.255,24255
1011,1,2,34,19:08:53,24.324,24324
1010,1,1,15,16:35:52,21.515,21515
1009,1,1,7,17:29:33,21.283,21283
1008,1,1,19,15:36:57,22.641,22641
1007,1,1,11,13:28:21,22.269,22269
1007,1,2,47,14:18:42,22.399,22399
1006,1,1,11,13:32:38,23.693,23693
1006,1,2,37,14:16:27,23.915,23915
1005,1,1,24,14:54:41,22.614,22614
1004,1,1,14,14:36:51,29.551,29551
1003,1,1,15,20:43:42,28.946,28946
1002,1,1,28,15:55:00,23.728,23728
1001,1,1,1,15:16:01,19.372,19372
1001,1,2,21,15:55:48,22.375,22375
1000,1,1,25,15:47:53,21.48,21480
999,1,1,42,16:08:17,18.978,18978
998,1,1,25,14:52:37,28.982,28982
997,1,1,25,15:42:08,21.245,21245
997,1,2,52,16:13:20,20.98,20980
996,1,1,33,17:10:41,24.31,24310
995,1,1,16,14:36:16,23.335,23335
994,1,1,12,15:28:19,23.739,23739
993,1,1,25,15:52:11,22.085,22085
992,1,1,22,16:58:07,20.377,20377
992,1,2,40,17:30:37,21.329,21329
991,1,1,18,14:43:33,22.464,22464
990,1,1,26,18:56:29,24.302,24302
989,1,1,19,16:41:30,21.821,21821
1073,4,1,36,17:58:06,21.304,21304
1072,4,1,10,20:50:27,20.405,20405
1072,4,2,13,20:59:01,16:59.9,1019850
1072,4,3,15,21:22:31,18:21.8,1101826
1072,4,4,44,22:32:14,21.097,21097
1071,4,1,7,14:12:52,17.751,17751
1071,4,2,8,14:15:04,17.705,17705
1071,4,3,34,14:50:16,24.375,24375
1070,4,1,39,13:59:43,23.985,23985
1069,4,1,7,14:16:03,23.576,23576
1069,4,2,28,14:52:44,23.844,23844
1069,4,3,39,15:11:40,23.314,23314
1067,4,1,30,15:51:43,29.116,29116
1066,4,1,36,16:04:40,30.157,30157
1066,4,2,50,16:29:34,30.702,30702
1065,4,1,25,15:40:14,24.797,24797
1064,4,1,33,15:45:41,19.018,19018
1062,4,1,2,15:08:13,24:15.0,1454979
1062,4,2,3,15:34:40,37.122,37122
1062,4,3,39,16:25:35,21.523,21523
1061,4,1,2,15:08:10,34:18.6,2058580
1061,4,2,24,16:19:10,29.743,29743
1060,4,1,32,15:42:41,22.663,22663
1059,4,1,18,15:33:49,31.288,31288
1058,4,1,27,15:35:25,21.131,21131
1057,4,1,7,16:16:54,20.168,20168
1057,4,2,34,17:09:13,19.983,19983
1057,4,3,47,17:34:03,15.432,15432
1057,4,4,48,17:37:04,33:34.5,2014526
1056,4,1,45,16:01:34,23.803,23803
1055,4,1,21,15:34:51,22.043,22043
1055,4,2,61,16:31:41,23.479,23479
1054,4,1,2,15:06:34,21.452,21452
1054,4,2,3,15:08:53,21.621,21621
1054,4,3,40,16:02:37,26.442,26442
1053,4,1,28,15:51:18,30.864,30864
1053,4,2,32,15:58:37,24:48.4,1488372
1053,4,3,33,16:25:04,57.601,57601
1052,4,1,11,18:27:32,24.373,24373
1052,4,2,29,18:57:13,24.775,24775
1051,4,1,23,17:38:20,25.991,25991
1009,4,1,27,18:06:10,21.726,21726
1008,4,1,15,15:32:38,33.753,33753
1008,4,2,54,16:22:00,23.046,23046
1005,4,1,26,14:58:57,27.454,27454
1004,4,1,5,14:22:23,30.348,30348
1003,4,1,38,21:25:29,29.922,29922
1000,4,1,39,16:08:27,21.795,21795
999,4,1,31,15:54:51,18.956,18956
999,4,2,43,16:11:06,21.119,21119
999,4,3,47,16:17:17,20.927,20927
998,4,1,13,14:34:09,28.669,28669
998,4,2,32,15:04:42,28.085,28085
997,4,1,15,15:31:16,21.588,21588
996,4,1,1,16:15:56,25.789,25789
996,4,2,46,17:33:42,24.788,24788
995,4,1,18,14:39:10,23.099,23099
994,4,1,19,15:37:54,24.241,24241
993,4,1,21,15:47:34,21.721,21721
992,4,1,1,16:16:58,56.71,56710
992,4,2,40,17:32:15,21.371,21371
991,4,1,29,15:02:24,24.11,24110
990,4,1,14,18:37:30,24.993,24993
990,4,2,39,19:18:09,24.581,24581
989,4,1,26,16:53:09,22.573,22573
1073,8,1,21,17:35:29,22.338,22338
1072,8,1,13,20:58:54,16:48.6,1008569
1072,8,2,15,21:22:24,18:19.3,1099282
1072,8,3,26,22:01:34,34.489,34489
1071,8,1,7,14:13:01,18.327,18327
1071,8,2,8,14:15:15,18.763,18763
1071,8,3,28,14:42:38,23.541,23541
1071,8,4,52,15:13:19,22.666,22666
1070,8,1,32,13:50:02,22.424,22424
1069,8,1,12,14:24:38,24.191,24191
1069,8,2,31,14:57:43,24.09,24090
1067,8,1,37,16:02:50,23.164,23164
1066,8,1,15,15:29:28,30.102,30102
1066,8,2,47,16:23:59,30.131,30131
1062,8,1,2,15:08:20,24:17.8,1457844
1062,8,2,3,15:34:41,35.451,35451
1062,8,3,15,15:52:26,36.457,36457
1062,8,4,53,16:45:57,21.172,21172
1061,8,1,2,15:08:14,34:23.0,2062984
1061,8,2,18,16:09:59,28.11,28110
1060,8,1,37,15:48:30,21.896,21896
1059,8,1,33,15:59:18,31.327,31327
1058,8,1,36,15:46:10,21.227,21227
1057,8,1,13,16:27:59,20.048,20048
1057,8,2,47,17:34:05,15.064,15064
1057,8,3,48,17:37:06,33:36.4,2016437
1056,8,1,43,15:58:41,24.077,24077
1055,8,1,37,15:57:41,21.572,21572
1053,8,1,26,15:47:55,30.28,30280
1053,8,2,32,15:58:16,24:52.6,1492612
1053,8,3,33,16:24:42,01:02.9,62892
1052,8,1,13,18:30:52,24.107,24107
1052,8,2,29,18:57:06,24.046,24046
1051,8,1,10,17:19:14,26.174,26174
1051,8,2,30,17:49:40,25.633,25633
1047,8,1,10,17:31:49,22.012,22012
1046,8,1,23,20:38:44,28.518,28518
1046,8,2,54,21:09:49,24.401,24401
1046,8,3,62,21:18:42,24.686,24686
1045,8,1,1,17:16:31,19:21.5,1161539
1045,8,2,17,19:08:14,32.278,32278
1045,8,3,40,19:45:59,25.27,25270
1044,8,1,8,13:29:23,30.765,30765
1044,8,2,30,14:09:48,31.356,31356
1044,8,3,50,14:44:57,23.18,23180
1043,8,1,48,14:17:39,29.863,29863
1042,8,1,11,13:28:58,29.061,29061
1041,8,1,10,14:29:22,22.865,22865
1041,8,2,44,15:23:17,33.016,33016
1040,8,1,35,15:18:43,33.317,33317
1039,8,3,8,15:31:30,24:10.2,1450186
1039,8,2,7,15:28:51,17.594,17594
1039,8,1,1,15:15:33,30.623,30623
1039,8,4,27,16:24:17,33.281,33281
1039,8,5,42,16:45:58,28.96,28960
1039,8,6,44,16:50:29,19:40.7,1180725
1038,8,1,18,15:39:31,24.454,24454
1038,8,2,26,15:54:55,25:21.0,1520985
1037,8,1,10,15:32:46,22.96,22960
1036,8,1,20,15:42:15,22.314,22314
1036,8,2,44,16:16:43,22.197,22197
1035,8,1,26,14:54:13,29.296,29296
1034,8,1,12,14:35:35,36.59,36590
1034,8,2,47,15:35:09,44.085,44085
1033,8,1,3,15:18:04,22.299,22299
1033,8,2,33,16:00:45,27.128,27128
1032,8,1,44,16:06:06,21.459,21459
1031,8,1,24,15:41:31,23.229,23229
1031,8,2,51,16:15:48,21.569,21569
1030,8,1,22,17:52:32,22.41,22410
1029,8,1,21,14:39:23,23.463,23463
1029,8,2,47,15:11:48,23.841,23841
1028,8,1,18,13:44:29,24.544,24544
1028,8,2,40,14:22:07,24.686,24686
1027,8,1,15,13:34:45,22.754,22754
1027,8,2,52,14:26:04,22.963,22963
1026,8,1,15,14:38:06,24.468,24468
1026,8,2,36,15:12:16,23.164,23164
1025,8,1,9,14:31:21,25.038,25038
1025,8,2,27,15:02:26,36.512,36512
1024,8,1,15,20:41:17,29.992,29992
1023,8,1,19,15:41:10,32.393,32393
1023,8,2,26,15:51:50,24.568,24568
1022,8,1,1,15:16:10,39.046,39046
1022,8,2,2,15:19:12,25.005,25005
1022,8,3,31,16:15:33,26.891,26891
1021,8,1,29,15:53:23,22.205,22205
1020,8,1,3,15:25:22,27.256,27256
1020,8,2,26,16:02:15,22.307,22307
1020,8,3,28,16:06:40,21.142,21142
1020,8,4,47,16:40:13,20.93,20930
1019,8,1,17,14:39:34,28.364,28364
1018,8,1,23,15:40:05,21.709,21709
1017,8,1,31,16:03:51,29.975,29975
1016,8,1,6,14:21:09,25.342,25342
1016,8,2,58,15:28:58,24.666,24666
1015,8,1,46,16:15:59,26.299,26299
1014,8,1,28,15:53:02,22.342,22342
1014,8,2,45,16:17:38,22.549,22549
1013,8,1,6,16:25:08,21.401,21401
1012,8,1,25,14:55:54,23.888,23888
1011,8,1,9,18:28:25,25.647,25647
1011,8,2,33,19:08:04,25.621,25621
1010,8,1,12,16:31:50,23.299,23299
1008,8,1,31,15:51:53,22.766,22766
1007,8,1,17,13:36:57,22.017,22017
1006,8,1,21,13:49:44,23.714,23714
1005,8,1,17,14:43:53,22.781,22781
1004,8,1,18,14:43:40,29.531,29531
1003,8,1,22,20:56:20,29.513,29513
1002,8,1,20,15:43:45,23.862,23862
1001,8,1,1,15:16:57,26.367,26367
1001,8,2,7,15:30:50,35.451,35451
1000,8,1,14,15:32:53,24.471,24471
1000,8,2,38,16:06:22,21.829,21829
999,8,1,14,15:31:29,19.647,19647
999,8,2,53,16:24:19,19.988,19988
998,8,1,13,14:33:39,38.573,38573
998,8,2,33,15:05:39,28.985,28985
997,8,1,15,15:30:30,21.552,21552
996,8,1,34,17:12:38,24.289,24289
995,8,1,32,14:56:30,23.645,23645
994,8,1,17,15:34:47,24.263,24263
992,8,1,1,16:16:15,30.012,30012
992,8,2,40,17:31:21,21.149,21149
991,8,1,27,14:58:28,22.913,22913
990,8,1,19,18:45:09,25.018,25018
989,8,1,18,16:40:07,21.421,21421
1065,9,1,26,15:42:21,24.501,24501
1064,9,1,40,15:55:29,19.708,19708
1030,9,1,24,17:56:31,21.688,21688
1029,9,1,20,14:38:47,23.861,23861
1029,9,2,36,14:59:30,29.268,29268
1029,9,3,53,15:22:16,24.873,24873
1029,9,4,66,15:40:02,23.158,23158
1028,9,1,11,13:32:54,24.164,24164
1027,9,1,21,13:43:30,24.606,24606
1027,9,2,60,14:38:15,22.57,22570
1026,9,1,22,14:50:09,26.734,26734
1026,9,2,33,15:08:46,22.97,22970
1025,9,1,1,14:15:50,30.587,30587
1025,9,2,2,14:18:29,30.177,30177
1024,9,1,21,20:52:58,29.033,29033
1024,9,2,44,21:38:24,30.321,30321
1023,9,1,29,15:56:17,31.842,31842
1023,9,2,44,16:18:54,23.86,23860
1022,9,1,31,16:15:35,24.247,24247
1021,9,1,18,15:38:44,21.754,21754
1020,9,1,7,15:33:00,23.801,23801
1020,9,2,23,15:59:08,20.436,20436
1020,9,3,31,16:14:07,19.626,19626
1020,9,4,46,16:38:58,20.37,20370
1020,9,5,57,16:55:04,19.825,19825
1019,9,1,20,14:45:15,28.694,28694
1018,9,1,19,15:36:00,21.525,21525
1017,9,1,24,15:53:31,29.792,29792
1016,9,1,8,14:24:00,25.21,25210
1016,9,2,38,15:04:19,23.119,23119
1015,9,1,21,15:43:09,23.946,23946
1014,9,1,31,15:58:16,21.954,21954
1014,9,2,44,16:17:59,22.142,22142
1013,9,1,14,16:40:06,15.069,15069
1013,9,2,23,16:57:00,21.037,21037
1013,9,3,42,17:33:14,20.703,20703
1012,9,1,26,14:58:30,32.627,32627
1011,9,1,11,18:32:04,24.667,24667
1011,9,2,27,18:59:03,24.313,24313
1010,9,1,1,16:15:28,32.997,32997
1010,9,2,28,16:58:10,22.343,22343
1010,9,3,44,17:22:42,21.889,21889
1073,20,1,23,17:38:23,21.221,21221
1072,20,1,13,20:58:56,16:52.3,1012304
1072,20,2,15,21:22:20,18:18.7,1098749
1071,20,1,7,14:12:43,18.107,18107
1071,20,2,8,14:14:57,17.896,17896
1071,20,3,28,14:42:22,24.464,24464
1071,20,4,55,15:16:50,22.978,22978
1070,20,1,33,13:51:22,22.277,22277
1069,20,1,17,14:33:24,24.977,24977
1069,20,2,38,15:09:49,23.849,23849
1067,20,1,36,16:00:56,23.5,23500
1067,20,2,37,16:03:36,23.514,23514
1066,20,1,26,15:48:09,29.242,29242
1066,20,2,50,16:30:10,32.128,32128
1065,20,1,22,15:35:56,25.157,25157
1065,20,2,26,15:42:41,25.927,25927
1064,20,1,10,15:16:24,18.664,18664
1064,20,2,44,16:00:37,18.681,18681
1062,20,1,2,15:08:02,24:11.9,1451890
1062,20,2,3,15:34:31,40.882,40882
1062,20,3,36,16:21:14,22.703,22703
1061,20,1,2,15:08:08,34:15.2,2055222
1061,20,2,18,16:10:08,28.145,28145
1060,20,1,17,15:24:54,21.086,21086
1060,20,2,49,16:02:39,20.841,20841
1059,20,1,37,16:05:29,31.069,31069
1058,20,1,27,15:35:28,21.546,21546
1057,20,1,18,16:36:33,19.841,19841
1057,20,2,47,17:33:42,14.945,14945
1057,20,3,48,17:36:49,33:20.4,2000416
1056,20,1,31,15:42:42,24.369,24369
1055,20,1,21,15:34:52,23.087,23087
1055,20,2,38,15:59:08,21.973,21973
1054,20,1,2,15:06:26,21.398,21398
1054,20,2,3,15:08:48,21.75,21750
1054,20,3,22,15:37:40,26.62,26620
1053,20,1,3,15:10:09,32.024,32024
1053,20,2,20,15:39:11,31.184,31184
1053,20,3,22,15:42:52,39.502,39502
1053,20,4,32,15:59:21,24:12.3,1452323
1053,20,5,33,16:25:15,52.043,52043
1052,20,1,24,18:49:08,24.626,24626
1051,20,1,26,17:43:20,25.726,25726
1047,20,1,35,18:17:15,22.04,22040
1046,20,1,31,20:46:25,26.216,26216
1046,20,2,54,21:09:21,28.08,28080
1046,20,3,63,21:19:11,24.809,24809
1045,20,1,1,17:16:26,19:17.0,1157042
1045,20,2,20,19:13:19,24.774,24774
1045,20,3,39,19:44:14,25.444,25444
1044,20,1,8,13:28:57,24.022,24022
1044,20,2,33,14:13:43,25.401,25401
1043,20,1,39,14:05:39,40.497,40497
1043,20,2,51,14:22:57,29.934,29934
1042,20,1,27,13:51:14,26.666,26666
1041,20,1,11,14:30:54,22.616,22616
1041,20,2,41,15:18:18,24.366,24366
1040,20,1,30,15:10:13,29.395,29395
1039,20,2,7,15:28:52,17.516,17516
1039,20,1,1,15:15:41,33.583,33583
1039,20,3,8,15:31:32,24:09.5,1449513
1039,20,4,28,16:25:43,22.995,22995
1039,20,5,43,16:47:29,22.489,22489
1039,20,6,45,16:51:32,21:06.6,1266590
1037,20,1,11,15:35:12,22.982,22982
1036,20,1,29,15:54:53,21.82,21820
1035,20,1,22,14:47:40,28.167,28167
1035,20,2,33,15:04:55,28.352,28352
1034,20,1,12,14:35:27,29.439,29439
1033,20,1,3,15:17:50,28.286,28286
1033,20,2,29,15:54:50,21.88,21880
1031,20,1,26,15:43:55,22.231,22231
1031,20,2,51,16:15:55,22.738,22738
1031,20,3,56,16:24:13,19.33,19330
1030,20,1,12,17:34:22,25.771,25771
1030,20,2,38,18:19:36,21.858,21858
1029,20,1,25,14:43:54,23.039,23039
1029,20,2,49,15:13:22,23.138,23138
1027,20,1,37,14:04:03,21.862,21862
1026,20,1,16,14:38:55,24.032,24032
1026,20,2,31,15:02:42,23.213,23213
1025,20,1,26,14:58:48,29.86,29860
1024,20,1,19,20:48:19,29.384,29384
1023,20,1,6,15:22:18,32.443,32443
1023,20,2,12,15:31:23,31.851,31851
1023,20,3,41,16:13:46,24.376,24376
1022,20,1,15,15:44:47,22.863,22863
1022,20,2,33,16:17:35,22.786,22786
1021,20,1,39,16:06:53,24.819,24819
1020,20,1,2,15:23:38,20.094,20094
1020,20,2,23,15:57:40,20.768,20768
1020,20,3,28,16:06:40,22.058,22058
1020,20,4,41,16:29:20,21.256,21256
1020,20,5,47,16:40:14,19.586,19586
1019,20,1,20,14:43:56,28.021,28021
1019,20,2,38,15:14:24,38.468,38468
1018,20,1,21,15:37:22,25.236,25236
1018,20,2,50,16:11:04,22.251,22251
1017,20,1,25,15:53:36,30.044,30044
1017,20,2,51,16:35:13,30.468,30468
1016,20,1,26,14:46:21,23.782,23782
1015,20,1,11,15:27:12,24.483,24483
1014,20,1,19,15:39:39,23.746,23746
1014,20,2,40,16:08:48,21.643,21643
1013,20,1,11,16:33:45,19.981,19981
1012,20,1,18,14:43:39,22.749,22749
1012,20,2,35,15:11:41,22.316,22316
1011,20,1,14,18:36:18,24.228,24228
1011,20,2,35,19:10:26,24.212,24212
1011,20,3,38,19:15:58,34.193,34193
1010,20,1,14,16:34:28,21.995,21995
1009,20,1,15,17:44:11,22.63,22630
1008,20,1,27,15:47:00,22.551,22551
1008,20,2,53,16:19:07,22.683,22683
1007,20,1,17,13:36:37,22.658,22658
1007,20,2,47,14:18:25,21.777,21777
1006,20,1,26,13:58:25,24.449,24449
1005,20,1,26,14:58:49,22.748,22748
1004,20,1,13,14:35:13,29.798,29798
1003,20,1,14,20:42:01,28.722,28722
1002,20,1,1,15:15:36,32.219,32219
1002,20,2,29,15:56:58,24.301,24301
1001,20,1,1,15:15:59,19.582,19582
1001,20,2,22,15:57:33,22.253,22253
1000,20,1,39,16:07:21,23.111,23111
999,20,1,25,15:45:48,18.657,18657
998,20,1,20,14:44:24,28.677,28677
998,20,2,33,15:05:15,28.174,28174
997,20,1,15,15:30:34,23.912,23912
996,20,1,1,16:15:56,32.612,32612
996,20,2,40,17:22:38,31.029,31029
995,20,1,37,15:02:29,23.529,23529
994,20,1,16,15:33:21,23.964,23964
993,20,1,17,15:41:29,22.054,22054
993,20,2,41,16:14:52,24.273,24273
992,20,1,30,17:12:13,20.037,20037
992,20,2,40,17:30:26,20.823,20823
991,20,1,20,14:46:38,23.009,23009
990,20,1,18,18:43:25,24.524,24524
989,20,1,26,16:52:19,21.787,21787
1044,154,1,8,13:29:52,26.686,26686
1044,154,2,36,14:20:55,31.422,31422
1043,154,1,9,13:25:41,30.422,30422
1043,154,2,50,14:21:06,31.199,31199
1042,154,1,26,13:50:03,26.985,26985
1041,154,1,28,14:57:54,23.635,23635
1040,154,1,17,14:48:03,30.054,30054
1040,154,2,42,15:31:06,29.988,29988
1039,154,1,7,15:28:53,24.781,24781
1039,154,2,8,15:31:34,24:10.7,1450651
1039,154,3,28,16:25:52,23.72,23720
1039,154,4,42,16:46:13,24.002,24002
1039,154,5,44,16:50:31,19:41.9,1181863
1038,154,1,22,15:46:57,25.936,25936
1038,154,2,26,15:55:20,25:30.2,1530188
1037,154,1,10,15:32:51,23.636,23636
1036,154,1,32,15:59:39,23.212,23212
1036,154,2,62,16:42:16,24.01,24010
1035,154,1,17,14:40:00,29.377,29377
1035,154,2,38,15:12:59,29.803,29803
1034,154,1,36,15:17:38,33.816,33816
1033,154,1,34,16:01:59,22.591,22591
1032,154,1,37,15:58:03,22.444,22444
1031,154,1,20,15:37:03,23.28,23280
1030,154,1,18,17:45:37,21.968,21968
1029,154,1,26,14:45:45,23.776,23776
1029,154,2,65,15:36:48,23.471,23471
1028,154,1,24,13:55:19,24.583,24583
1027,154,1,37,14:06:08,24.128,24128
1026,154,1,16,14:39:43,23.478,23478
1024,154,1,23,20:56:19,29.456,29456
1024,154,2,35,21:18:29,43.576,43576
1023,154,1,7,15:23:54,26.481,26481
1023,154,2,29,15:56:36,25.121,25121
1022,154,1,16,15:46:59,22.912,22912
1021,154,1,19,15:39:45,22.035,22035
1020,154,1,3,15:25:31,27.232,27232
1020,154,2,26,16:02:44,21.625,21625
1020,154,3,28,16:07:27,22.421,22421
1020,154,4,41,16:29:35,20.622,20622
1020,154,5,46,16:38:49,21.423,21423
1019,154,1,1,14:15:12,33.562,33562
1018,154,1,34,15:53:32,22.265,22265
1017,154,1,31,16:04:18,30.837,30837
1016,154,1,34,14:57:56,24.071,24071
1015,154,1,50,16:20:12,24.219,24219
1014,154,1,26,15:49:40,22.379,22379
1014,154,2,46,16:18:13,22.732,22732
1013,154,1,34,17:16:33,20.906,20906
1012,154,1,8,14:27:26,23.261,23261
1012,154,2,35,15:12:56,23.52,23520
1011,154,1,1,18:15:49,32.082,32082
1010,154,1,15,16:36:19,29.981,29981
1009,154,1,7,17:29:48,22.354,22354
1008,154,1,32,15:53:30,23.403,23403
1007,154,1,44,14:16:47,22.733,22733
1007,154,2,60,14:40:00,23.426,23426
1006,154,1,1,13:15:46,35.104,35104
1005,154,1,29,15:03:29,23.692,23692
1004,154,1,8,14:27:27,30.469,30469
1003,154,1,16,20:46:12,29.517,29517
1002,154,1,23,15:48:27,24.779,24779
1001,154,1,1,15:16:05,20.28,20280
1001,154,2,23,16:00:10,23.248,23248
1000,154,1,29,15:54:26,21.733,21733
999,154,1,21,15:41:19,20.198,20198
999,154,2,51,16:22:13,22.738,22738
999,154,3,55,16:29:57,19.752,19752
998,154,1,26,14:54:52,29.254,29254
997,154,1,15,15:30:46,22.121,22121
996,154,1,34,17:13:30,29.996,29996
995,154,1,48,15:17:41,24.4,24400
994,154,1,15,15:33:04,24.741,24741
994,154,2,68,16:43:24,24.568,24568
992,154,1,2,16:19:32,21.725,21725
992,154,2,40,17:31:39,22.757,22757
991,154,1,16,14:40:41,22.981,22981
991,154,2,46,15:33:38,23.735,23735
990,154,1,18,18:44:11,25.011,25011
990,154,2,30,19:03:55,25.527,25527
990,154,3,45,19:28:25,26.263,26263
989,154,1,24,16:49:31,23.054,23054
1041,807,1,29,14:59:24,22.7,22700
1041,807,2,44,15:23:08,22.686,22686
1035,807,1,15,14:36:26,28.981,28981
1035,807,2,30,14:59:44,28.386,28386
1035,807,3,44,15:21:21,28.736,28736
1030,807,1,18,17:45:13,21.578,21578
1029,807,1,27,14:47:09,23.344,23344
1029,807,2,44,15:08:36,23.596,23596
1029,807,3,53,15:20:31,22.747,22747
1028,807,1,27,14:00:05,24.245,24245
1028,807,2,39,14:20:30,23.684,23684
1027,807,1,18,13:38:48,22.484,22484
1026,807,1,19,14:44:14,24.132,24132
1025,807,1,16,14:43:01,34.264,34264
1025,807,2,29,15:06:25,29.786,29786
1024,807,1,1,20:15:37,29.563,29563
1024,807,2,36,21:19:55,29.152,29152
1023,807,1,29,15:55:13,24.092,24092
1022,807,1,11,15:37:54,23.475,23475
1022,807,2,31,16:15:01,23,23000
1021,807,1,36,16:03:27,21.734,21734
1020,807,1,3,15:25:24,22.132,22132
1020,807,2,15,15:44:55,20.118,20118
1020,807,3,29,16:07:42,20.624,20624
1019,807,1,13,14:33:19,28.926,28926
1018,807,1,26,15:43:43,21.985,21985
1017,807,1,34,16:08:41,30.884,30884
1016,807,1,16,14:33:51,24.03,24030
1015,807,1,9,15:24:59,25.532,25532
1014,807,1,35,16:02:40,22.193,22193
1013,807,1,8,16:28:49,21.325,21325
1013,807,2,34,17:16:30,20.87,20870
1012,807,1,11,14:32:24,24.107,24107
1011,807,1,12,18:33:19,25.498,25498
1011,807,2,32,19:06:16,25.253,25253
1010,807,1,13,16:33:19,21.588,21588
1007,807,1,12,13:30:08,23.037,23037
1006,807,1,23,13:53:40,24.681,24681
